timestamp,value
2025-01-07 06:17:00,0.12040000000000001
2025-01-07 06:18:00,0.1227
2025-01-07 06:19:00,0.123
2025-01-07 06:20:00,0.1245
2025-01-07 06:21:00,0.12390000000000001
2025-01-07 06:22:00,0.1254
2025-01-07 06:23:00,0.1107
2025-01-07 06:24:00,0.1
2025-01-07 06:25:00,0.1
2025-01-07 06:26:00,0.1266
2025-01-07 06:27:00,0.1213
2025-01-07 06:28:00,0.1287
2025-01-07 06:29:00,0.12140000000000001
2025-01-07 06:30:00,0.1247
2025-01-07 06:31:00,0.1251
2025-01-07 06:32:00,0.1218
2025-01-07 06:33:00,0.1291
2025-01-07 06:34:00,0.1262
2025-01-07 06:35:00,0.12440000000000001
2025-01-07 06:36:00,0.1267
2025-01-07 06:37:00,0.1249
2025-01-07 06:38:00,0.1247
2025-01-07 06:39:00,0.1227
2025-01-07 06:40:00,0.1201
2025-01-07 06:41:00,0.12329999999999999
2025-01-07 06:42:00,0.1255
2025-01-07 06:43:00,0.12279999999999999
2025-01-07 06:44:00,0.121
2025-01-07 06:45:00,0.1238
2025-01-07 06:46:00,0.1253
2025-01-07 06:47:00,0.12440000000000001
2025-01-07 06:48:00,0.1262
2025-01-07 06:49:00,0.1194
2025-01-07 06:50:00,0.1258
2025-01-07 06:51:00,0.1248
2025-01-07 06:52:00,0.11760000000000001
2025-01-07 06:53:00,0.1222
2025-01-07 06:54:00,0.1253
2025-01-07 06:55:00,0.1269
2025-01-07 06:56:00,0.1207
2025-01-07 06:57:00,0.1245
2025-01-07 06:58:00,0.1262
2025-01-07 06:59:00,0.12090000000000001
2025-01-07 07:00:00,0.11950000000000001
2025-01-07 07:01:00,0.1235
2025-01-07 07:02:00,0.12079999999999999
2025-01-07 07:03:00,0.12160000000000001
2025-01-07 07:04:00,0.1258
2025-01-07 07:05:00,0.1242
2025-01-07 07:06:00,0.1253
2025-01-07 07:07:00,0.12040000000000001
2025-01-07 07:08:00,0.12190000000000001
2025-01-07 07:09:00,0.1232
2025-01-07 07:10:00,0.1217
2025-01-07 07:11:00,0.1253
2025-01-07 07:12:00,0.1245
2025-01-07 07:29:00,0.441
2025-01-07 07:30:00,0.54
2025-01-07 07:31:00,0.748
2025-01-07 07:32:00,0.983
2025-01-07 07:33:00,0.999
2025-01-07 07:34:00,0.999
2025-01-07 07:35:00,0.999
2025-01-07 07:36:00,0.999
2025-01-07 07:37:00,0.998
2025-01-07 07:38:00,0.999
2025-01-07 07:39:00,0.999
2025-01-07 07:40:00,0.999
2025-01-07 07:41:00,1.0
2025-01-07 07:42:00,0.999
2025-01-07 07:43:00,0.999
2025-01-07 07:44:00,1.0
2025-01-07 07:45:00,0.999
2025-01-07 07:46:00,0.999
2025-01-07 07:47:00,0.999
2025-01-07 07:48:00,0.999
2025-01-07 07:49:00,0.998
2025-01-07 07:50:00,0.999
2025-01-07 07:51:00,0.998
2025-01-07 07:52:00,0.999
2025-01-07 07:53:00,0.999
2025-01-07 07:54:00,0.998
2025-01-07 07:55:00,0.999
2025-01-07 07:56:00,0.998
2025-01-07 07:57:00,0.999
2025-01-07 07:58:00,0.998
2025-01-07 07:59:00,0.998
2025-01-07 08:00:00,0.999
2025-01-07 08:01:00,0.999
2025-01-07 08:02:00,0.997
2025-01-07 08:03:00,0.991
2025-01-07 08:04:00,0.968
2025-01-07 08:05:00,0.894
2025-01-07 08:06:00,0.747
2025-01-07 08:07:00,0.56
2025-01-07 08:08:00,0.479
2025-01-07 08:09:00,0.504
2025-01-07 08:10:00,0.455
2025-01-07 08:11:00,0.104
2025-01-07 08:12:00,0.0805
2025-01-07 08:13:00,0.0787
2025-01-07 08:14:00,0.0777
2025-01-07 08:15:00,0.075
2025-01-07 08:16:00,0.0779
